"source","target","id","developer_comments"
"XMESS_0000","天已经完全亮了呢。","XMESS_0000","机翻辅助：

天已经完全亮了呢。

天已经完全亮了。"
"XMESS_0001","就是说啊。","XMESS_0001","机翻辅助：

就是说啊。

是啊。"
"XMESS_0002","姐姐，
你大概什么时候会到高处孤独高原？","XMESS_0002","机翻辅助：

姐姐，
你大概什么时候会到高处孤独高原？

姐姐，
几点能到高波奇高原？

姐姐，
什么时候能到高地高原？"
"XMESS_0003","有点难预测呢。
毕竟还没离开山梨县。","XMESS_0003","机翻辅助：

有点难预测呢。
毕竟还没离开山梨县。

有点读不懂啊。
还没离开山梨县。

有点看不懂啊。
还没有离开山梨县。"
"XMESS_0004","呼啊～这样啊。","XMESS_0004","机翻辅助：

呼啊～这样啊。

啊，原来是这样啊。

哇，是啊。"
"XMESS_0005","我想大概还要两小时。
想睡就睡吧。
我之后会叫你。","XMESS_0005","机翻辅助：

我想大概还要两小时。
想睡就睡吧。
我之后会叫你。

我想大概还需要两个小时。
你困的话就睡觉啊。
我待会叫你起床。

我想大概还要花两个小时。
困了就睡吧。
待会儿我来叫醒你。"
"XMESS_0006","小凛，谢谢你～","XMESS_0006","机翻辅助：

小凛，谢谢你～

凛，谢谢～

凛，谢谢你～"
"XMESS_0007","（真是个好懂的家伙。）","XMESS_0007","机翻辅助：

（真是个好懂的家伙。）

（很容易理解的家伙）

（真是个好懂的家伙）"
"XMESS_0008","鸟羽老师，
今天要走哪条路线呢？","XMESS_0008","机翻辅助：

鸟羽老师，
今天要走哪条路线呢？

鸟羽老师，
今天走什么路线？

鸟羽老师，
今天要走什么路线？"
"XMESS_0009","首先会开上国道20号线。
之后预定一路笔直朝西北方前进。
","XMESS_0009","机翻辅助：

首先会开上国道20号线。
之后预定一路笔直朝西北方前进。


首先走国道20号线。
从那里开始打算一直笔直地向西北行驶。


首先走20号国道。
我打算从那里一直朝西北方向跑。"
"XMESS_0010","嗯，我想也是。","XMESS_0010","机翻辅助：

嗯，我想也是。

嗯，是这样吧。

嗯，会变成这样吧。"
"XMESS_0011","不过如果有想去的地方就另当别论了。
如果有这种地方，
要记得事先告诉我哦。","XMESS_0011","机翻辅助：

不过如果有想去的地方就另当别论了。
如果有这种地方，
要记得事先告诉我哦。

但是如果有想靠近的地方的话就另当别论了。
如果有那样的地方，
请事先说一下。

但如果有想去的地方就另当别论了。
如果有这样的地方，
请事先告诉我哦。"
"XMESS_0012","好——！","XMESS_0012","机翻辅助：

好——！

哈——好！

啊——！"
"XMESS_0013","（天色完全亮了呢。）","XMESS_0013","机翻辅助：

（天色完全亮了呢。）

（天都亮了。）

（天完全亮了。）"
"XMESS_0014","（虽然路面结冻的危险性降低了，
　但总觉得有种回到日常生活的感觉。）","XMESS_0014","机翻辅助：

（虽然路面结冻的危险性降低了，
　但总觉得有种回到日常生活的感觉。）

（路面结冰的危险虽然会减少，
　但总觉得又回到了日常生活中）

（路面冻结的危险会减少，
　但总觉得回到了日常生活）"
"XMESS_0015","（呃，不对不对。
　现在不是说这种话的时候。）","XMESS_0015","机翻辅助：

（呃，不对不对。
　现在不是说这种话的时候。）

（不是，不是。
　现在不是说那种话的时候。）

（不，不，不是说那种话的时候。）"
"XMESS_0016","（你以为还要几个小时才能抵达高边缘高原啊。）
　","XMESS_0016","机翻辅助：

（你以为还要几个小时才能抵达高边缘高原啊。）
　

（到高波奇高原还需要几个小时呢？）
　

（你知道到高博奇高原还要花几个小时吗？）"
"XMESS_0017","（千里之行始于足下。
　现在只要不断向前迈进就好。）","XMESS_0017","机翻辅助：

（千里之行始于足下。
　现在只要不断向前迈进就好。）

千里之行始于足下。
　现在只是向前进，向前进。）

（千里之行始于足下，
　现在只管向前走。）"
