"source","target","id","developer_comments"
"XMESS_0000","天色变暗了呢。","XMESS_0000","机翻辅助：

天色变暗了呢。

天色暗了不少呢。

天黑多了。"
"XMESS_0001","来准备提灯吧。","XMESS_0001","机翻辅助：

来准备提灯吧。

准备灯笼吗？

准备灯笼吧。"
"XMESS_0002","是不是该开始准备晚餐了？
","XMESS_0002","机翻辅助：

是不是该开始准备晚餐了？


差不多该开始准备晚饭了吧？"
"XMESS_0003","晚餐啊。
齐藤，你肚子饿了吗？","XMESS_0003","机翻辅助：

晚餐啊。
齐藤，你肚子饿了吗？

晚饭吗。
齐藤，肚子饿了吗？

晚饭吗？
齐藤，肚子饿吗？"
"XMESS_0004","嗯～～还好。","XMESS_0004","机翻辅助：

嗯～～还好。

嗯，太过分了。"
"XMESS_0005","其实我也饿了。","XMESS_0005","机翻辅助：

其实我也饿了。

其实我也是。"
"XMESS_0006","咦，是这样吗？","XMESS_0006","机翻辅助：

咦，是这样吗？

啊，是吗？"
"XMESS_0007","呵呵，抚子妹妹肚子饿了吗？","XMESS_0007","机翻辅助：

呵呵，抚子妹妹肚子饿了吗？

呵呵，抚子肚子饿了吗？

呵呵，抚子饿了吗？"
"XMESS_0008","欸嘿嘿～～嗯……","XMESS_0008","机翻辅助：

欸嘿嘿～～嗯……

嘿嘿，嗯……"
"XMESS_0009","那么，
我和齐藤就少做点开始做晚饭了——","XMESS_0009","机翻辅助：

那么，
我和齐藤就少做点开始做晚饭了——

那我和齐藤就先做比较少的晚餐——


那么，我和齐藤就少吃点，开始做晚饭——"
"XMESS_0010","呼。呼。","XMESS_0010","机翻辅助：

呼。呼。

欢迎光临。

哼。"
"XMESS_0011","凛，你还好吗？
会冷吗？","XMESS_0011","机翻辅助：

凛，你还好吗？
会冷吗？

凛没事吧？
冷吗？"
"XMESS_0012","我没事。
竹轮看起来比我还冷。","XMESS_0012","机翻辅助：

我没事。
竹轮看起来比我还冷。

我没事。
竹轮好像比我冷。

我无所谓。
竹轮好像比我冷。"
"XMESS_0013","嗷呜……","XMESS_0013","机翻辅助：

嗷呜……

哇……

哇哦……"
"XMESS_0014","竹轮，
过来吧。
我会让你穿得暖暖的。","XMESS_0014","机翻辅助：

竹轮，
过来吧。
我会让你穿得暖暖的。

来吧，
竹轮。
这个我也给你穿厚点。

过来，
竹轮。
我会让你穿得厚一点的。"
"XMESS_0015","哇呼！","XMESS_0015","机翻辅助：

哇呼！

哇！

哇哦！"
"XMESS_0016","啊，竹轮变得有精神了。","XMESS_0016","机翻辅助：

啊，竹轮变得有精神了。

啊，竹轮恢复精神了。

啊，竹轮恢复了活力。"
"XMESS_0017","刚才陪它玩的时候，
它看起来很热，
所以我忘记脱掉羽绒背心了。","XMESS_0017","机翻辅助：

刚才陪它玩的时候，
它看起来很热，
所以我忘记脱掉羽绒背心了。

刚才陪她玩的时候，
她看起来很热，
我就忘了给她脱羽绒了。

刚才给你玩的时候，
因为看起来很热，
所以忘了让你脱下来了。"
"XMESS_0018","对不起哦，竹轮。","XMESS_0018","机翻辅助：

对不起哦，竹轮。

对不起，竹轮。"
"XMESS_0019","嗷呜。","XMESS_0019","机翻辅助：

嗷呜。

哇哦。"
"XMESS_0020","竹轮好像完全不在意。","XMESS_0020","机翻辅助：

竹轮好像完全不在意。

竹轮，你好像一点都不在意。"
"XMESS_0021","你这个可爱的家伙！","XMESS_0021","机翻辅助：

你这个可爱的家伙！

这个，可爱的家伙！

这家伙，真爱你！"
"XMESS_0022","至于晚餐，
我本来就打算吃点清淡的，
所以就来煮大蒜面包汤吧。","XMESS_0022","机翻辅助：

至于晚餐，
我本来就打算吃点清淡的，
所以就来煮大蒜面包汤吧。

晚饭我本来打算吃清淡的，所以做了大蒜面包汤。



那么，虽然是晚饭，但本来打算做轻一点的，所以要做蒜泥面包汤。"
"XMESS_0023","好的——","XMESS_0023","机翻辅助：

好的——

是——是。

哈哈。"
"XMESS_0024","首先把橄榄油加热，
把大蒜炒到有香味。","XMESS_0024","机翻辅助：

首先把橄榄油加热，
把大蒜炒到有香味。

首先加热橄榄油，
放入大蒜炒出香味。

首先，用橄榄油热锅，把大蒜炒到出香味。"
"XMESS_0025","接着放入食材，
炒到熟透。","XMESS_0025","机翻辅助：

接着放入食材，
炒到熟透。

在那里放入食材，
炒到熟为止。

然后放入食材，
炒至熟透。"
"XMESS_0026","凛，火候差不多了哦。
熟了哦。","XMESS_0026","机翻辅助：

凛，火候差不多了哦。
熟了哦。

凛，
感觉很好地通了火哦。

凛，
感觉很好哦。"
"XMESS_0027","再来把长棍面包放进去，
一面吸收油分，
一面煎到两面都出现焦黄色。","XMESS_0027","机翻辅助：

再来把长棍面包放进去，
一面吸收油分，
一面煎到两面都出现焦黄色。

接下来放上面包，一边吸油一边烤到两面都有烤痕。



接着放上长棍面包，一边吸油一边煎至两面焦黄。"
"XMESS_0028","看起来好好吃……","XMESS_0028","机翻辅助：

看起来好好吃……

看起来很好吃……"
"XMESS_0029","啊……","XMESS_0029","机翻辅助：

啊……"
"XMESS_0030","抚子，再等一下下。
忍耐一下。","XMESS_0030","机翻辅助：

抚子，再等一下下。
忍耐一下。

抚子，还差一点。
你就忍着吧。

抚子，还差一点儿。
忍耐一下。"
"XMESS_0031","是！","XMESS_0031","机翻辅助：

是！

押忍！"
"XMESS_0032","两面都煎好之后，
加水到快要没过面包。","XMESS_0032","机翻辅助：

两面都煎好之后，
加水到快要没过面包。

两面都烤好后，
加水到能淹没面包为止。

两面都烤好后，放入水，直到面包浸泡。"
"XMESS_0033","水煮沸后，加入高汤和盐巴，继续熬煮……
","XMESS_0033","机翻辅助：

水煮沸后，加入高汤和盐巴，继续熬煮……


水沸腾后加入清汤和盐再煮……


水开后加入清汤和盐继续煮……"
"XMESS_0034","最后加入打散的鸡蛋煮开后，
撒上香菜就完成了。","XMESS_0034","机翻辅助：

最后加入打散的鸡蛋煮开后，
撒上香菜就完成了。

最后加入蛋液煮熟后，
撒上荷兰芹就完成了。

最后加入打散的蛋花，煮到沸腾，撒上香芹就完成了。"
"XMESS_0035","耶～煮好咯～！","XMESS_0035","机翻辅助：

耶～煮好咯～！

哇，做好了！"
"XMESS_0036","那么，大家一起来吃吧。","XMESS_0036","机翻辅助：

那么，大家一起来吃吧。

那么，大家一起好好吃饭吧。

那么，大家好好地吃吧。"
"XMESS_0037","那么……","XMESS_0037","机翻辅助：

那么……"
"XMESS_0038","我开动了！","XMESS_0038","机翻辅助：

我开动了！"
"XMESS_0039","好烫……","XMESS_0039","机翻辅助：

好烫……

啊……

那个……"
"XMESS_0040","呼～呼～……啊嗯。
呵呵，好好粗哦。","XMESS_0040","机翻辅助：

呼～呼～……啊嗯。
呵呵，好好粗哦。

呼、呼……阿姆。
呵呵呵，嘿咻嘿咻。

嗯、嗯……啊。
哼哼，哼哼。"
"XMESS_0041","因为吸饱了汤汁，
所以光是一片面包就很有饱足感。","XMESS_0041","机翻辅助：

因为吸饱了汤汁，
所以光是一片面包就很有饱足感。

因为吸了很多汤，
所以一块也很有分量。

因为喝了很多汤，
所以一片也很有分量。"
"XMESS_0042","比想象中还要容易饱呢。
吃不完的就当早餐……","XMESS_0042","机翻辅助：

比想象中还要容易饱呢。
吃不完的就当早餐……

肚子比想象的还要胀。
剩下的话就吃早饭……

肚子比想象的要胀。
剩下的就当早饭吃……"
"XMESS_0043","哦唷唷？","XMESS_0043","机翻辅助：

哦唷唷？

哟？

哟哟哟？"
"XMESS_0044","不，
想吃的话就尽量吃吧。","XMESS_0044","机翻辅助：

不，
想吃的话就尽量吃吧。

不，
想吃就想吃吧。

不，
想吃的话想吃多少就吃多少。"
"XMESS_0045","反正早餐我本来就另外准备了。
","XMESS_0045","机翻辅助：

反正早餐我本来就另外准备了。


本来早饭是另外准备的。"
"XMESS_0046","呵呵，谢谢你，凛。","XMESS_0046","机翻辅助：

呵呵，谢谢你，凛。

嗯，谢谢你，凛。

唔，谢谢凛。"
"XMESS_0047","哇呼！","XMESS_0047","机翻辅助：

哇呼！

哇！

哇哦！"
"XMESS_0048","哦，竹轮变得有精神了。","XMESS_0048","机翻辅助：

哦，竹轮变得有精神了。

啊，竹轮好了。

哦，竹轮你好了。"
"XMESS_0049","不过，接你的人应该快到了吧。
到时候就要道别了。","XMESS_0049","机翻辅助：

不过，接你的人应该快到了吧。
到时候就要道别了。

不过，马上就会有人来接了吧。
那就告别吧。

但是，马上就要来接我了。
这样的话就分手了。"
"XMESS_0050","嗷呜……","XMESS_0050","机翻辅助：

嗷呜……

哇……

哇哦……"
"XMESS_0051","在道别之前，
你要好好陪我哦。","XMESS_0051","机翻辅助：

在道别之前，
你要好好陪我哦。

到分别的时间为止，
要好好照顾哦。

在分别的时间之前，
要好好照顾他哦。"
"XMESS_0052","当然。","XMESS_0052","机翻辅助：

当然。"
"XMESS_0053","竹轮！
也跟我一起玩吧！","XMESS_0053","机翻辅助：

竹轮！
也跟我一起玩吧！

竹轮！
也和我玩哦！

竹轮！
和我一起玩吧！"
"XMESS_0054","哇呼！","XMESS_0054","机翻辅助：

哇呼！

哇！

哇哦！"
"XMESS_0055","哎呀，
玩得真开心。","XMESS_0055","机翻辅助：

哎呀，
玩得真开心。

哎呀，
太吵了。

哎呀，
太兴奋了。"
