"source","target","id","developer_comments"
"XMESS_0000","啊，姐姐。
顺便去途中的车站吧。","XMESS_0000","机翻辅助：

啊，姐姐。
顺便去途中的车站吧。

啊，姐姐。
顺便去路上的车站吧。

啊，姐姐，我们去途中的休息站吧。"
"XMESS_0001","我是无所谓，
小凛也觉得可以吗？","XMESS_0001","机翻辅助：

我是无所谓，
小凛也觉得可以吗？

我倒无所谓，
凛也可以吗？

我没什么，
凛也可以吗？"
"XMESS_0002","嗯，没关系。","XMESS_0002","机翻辅助：

嗯，没关系。"
"XMESS_0003","那就这么决定了！
哇——要买什么好呢！","XMESS_0003","机翻辅助：

那就这么决定了！
哇——要买什么好呢！

那就这么定了！
哇，买什么好呢！

那就决定了！
哇，买什么好呢！"
"XMESS_0004","我们正要前往山脚的露营场——
","XMESS_0004","机翻辅助：

我们正要前往山脚的露营场——


我们现在正赶往山脚下的露营地——


我们现在正前往山脚下的露营地——"
"XMESS_0005","不过，
不绕去其他地方就直接前往露营场，
感觉有点无趣。","XMESS_0005","机翻辅助：

不过，
不绕去其他地方就直接前往露营场，
感觉有点无趣。

果然哪里都不去，
直接去露营地，
有点索然无味。

果然，
哪里都不去直接去露营地，
有点乏味啊。"
"XMESS_0006","我知道亚辉想说什么，
不过还是先听听鸟羽老师的意见吧。","XMESS_0006","机翻辅助：

我知道亚辉想说什么，
不过还是先听听鸟羽老师的意见吧。

虽然知道亚希想说的话，
但先听听鸟羽老师的意见吧。

我知道小晶想说什么，
但还是先听听鸟羽老师的意见吧。"
"XMESS_0007","话说回来，
我有个地方想去，
可以吗？","XMESS_0007","机翻辅助：

话说回来，
我有个地方想去，
可以吗？

这么说来，
我有想去的地方，
没关系吗？

这么说来，
我想顺便去一个地方，
可以吗？"
"XMESS_0008","完全OK哦。","XMESS_0008","机翻辅助：

完全OK哦。

完全可以哦。

完全OK。"
"XMESS_0009","（是哪里呢？）","XMESS_0009","机翻辅助：

（是哪里呢？）

（在哪里呢？）

（会是哪里呢？）"
"XMESS_0010","（该不会是我知道的地方吧？
）","XMESS_0010","机翻辅助：

（该不会是我知道的地方吧？
）

（难道是我知道的地方吗？
）

（难道是我认识的地方？
）"
"XMESS_0011","啊，姐姐！
前面好像有便利商店哦！","XMESS_0011","机翻辅助：

啊，姐姐！
前面好像有便利商店哦！

啊，姐姐！
前面好像有便利店哦！

啊，姐姐！
前面好像有便利店！"
"XMESS_0012","所以呢？","XMESS_0012","机翻辅助：

所以呢？"
"XMESS_0013","不要这么坏心眼，绕过去嘛～！","XMESS_0013","机翻辅助：

不要这么坏心眼，绕过去嘛～！

不要说坏心眼的话，过来吧～！

别刁难我，过来吧～！"
"XMESS_0014","小凛和惠那觉得呢？","XMESS_0014","机翻辅助：

小凛和惠那觉得呢？

凛和惠那怎么样？"
"XMESS_0015","你们觉得呢？要绕过去吗？","XMESS_0015","机翻辅助：

你们觉得呢？要绕过去吗？

怎么办？过来一下？

怎么办？顺路去？"
"XMESS_0016","这个嘛，
我也买个饮料好了。","XMESS_0016","机翻辅助：

这个嘛，
我也买个饮料好了。

是啊。
我也买点饮料吧。

是啊。
我也去买饮料吧。"
"XMESS_0017","那就绕过去看看吧。
太好了呢，抚子。","XMESS_0017","机翻辅助：

那就绕过去看看吧。
太好了呢，抚子。

那就顺路去吧。
太好了，抚子。

那就顺路吧。
太好了，抚子。"
"XMESS_0018","嗯！","XMESS_0018","机翻辅助：

嗯！"
