"source","target","id","developer_comments"
"XMESS_0000","阵马形山的露营地，
好远啊。","XMESS_0000","机翻辅助：

阵马形山的露营地，
好远啊。

阵马形山的露营场好远啊


阵马形山的露营地好远啊"
"XMESS_0001","啊，好远啊。","XMESS_0001","机翻辅助：

啊，好远啊。

啊，太远了

啊，好远啊"
"XMESS_0002","真的非常感谢来接送我们的樱姐姐。
","XMESS_0002","机翻辅助：

真的非常感谢来接送我们的樱姐姐。


真的只有感谢接送我的樱姐姐了。


真的只有感谢接送我的樱姐姐花了"
"XMESS_0003","不晓得除了口头道谢之外，
是不是该送点什么给她比较好？","XMESS_0003","机翻辅助：

不晓得除了口头道谢之外，
是不是该送点什么给她比较好？

不仅仅是语言，
送点什么比较好呢？

不只是说说而已，
送点什么比较好吧？"
"XMESS_0004","你觉得呢？","XMESS_0004","机翻辅助：

你觉得呢？

怎么样？"
"XMESS_0005","要是这么做，
她搞不好反而会生气。","XMESS_0005","机翻辅助：

要是这么做，
她搞不好反而会生气。

那样做反而会生气


那样做的话反而会生气"
"XMESS_0006","那还是算了。","XMESS_0006","机翻辅助：

那还是算了。

那我就停了

那我就不干了"
"XMESS_0007","不过你要帮我转告她，
我有重新向她道谢哦。","XMESS_0007","机翻辅助：

不过你要帮我转告她，
我有重新向她道谢哦。

请转告他，
我再次向他道谢

请告诉我我再次向你道谢的事情"
"XMESS_0008","我知道了，
我会好好说的。","XMESS_0008","机翻辅助：

我知道了，
我会好好说的。

我知道了，
我会告诉你的

我说不明白"
"XMESS_0009","啊，拜托你了。","XMESS_0009","机翻辅助：

啊，拜托你了。

啊，请多关照"
"XMESS_0010","虽然在阵马形山露营，
吃了不少苦头。","XMESS_0010","机翻辅助：

虽然在阵马形山露营，
吃了不少苦头。

在阵马形山的露营，
虽然有很多辛苦

在阵马形山的露营，
虽然经历了很多辛苦"
"XMESS_0011","但你不觉得也得到了很多吗？
","XMESS_0011","机翻辅助：

但你不觉得也得到了很多吗？


你不觉得有很多收获吗？"
"XMESS_0012","虽然我没什么自信，
不敢打包票啦。","XMESS_0012","机翻辅助：

虽然我没什么自信，
不敢打包票啦。

不知道怎么说，
我不能自信地说

虽然不能自信地说"
"XMESS_0013","不过，如果这次露营能让我更加成长，我会很开心的。
","XMESS_0013","机翻辅助：

不过，如果这次露营能让我更加成长，我会很开心的。


但是如果这次的露营能进一步成长的话就太好了。


但是如果这次露营能进一步成长的话我会很高兴的"
"XMESS_0014","那么，
就让我在圣诞派对上展现成长了多少吧。","XMESS_0014","机翻辅助：

那么，
就让我在圣诞派对上展现成长了多少吧。

那么，
让我看看你成长了多少

那你给我看一下你成长了多少"
"XMESS_0015","嗯，我会加油的！","XMESS_0015","机翻辅助：

嗯，我会加油的！"
"XMESS_0016","从长野回来，
辛苦了。","XMESS_0016","机翻辅助：

从长野回来，
辛苦了。

从长野回来，
辛苦了"
"XMESS_0017","虽然你这么说，
但我真的很累耶。","XMESS_0017","机翻辅助：

虽然你这么说，
但我真的很累耶。

谢谢，
但我真的累了。

谢谢但是真的很累"
"XMESS_0018","那当然啦。","XMESS_0018","机翻辅助：

那当然啦。

是啊

那当然啦"
"XMESS_0019","毕竟来回有三百公里耶，
累是当然的。","XMESS_0019","机翻辅助：

毕竟来回有三百公里耶，
累是当然的。

因为往返300公里？
累是理所当然的

因为往返要300公里啊。
累是理所当然的"
"XMESS_0020","啊，
重新说的话真是令人愕然的数字啊","XMESS_0020","机翻辅助：

啊，
重新说的话真是令人愕然的数字啊

啊，
这个数字真是令人愕然啊

啊，重新听你这么一说，还真是令人愕然的数字呢。"
"XMESS_0021","好了，
那么今天我要睡了。","XMESS_0021","机翻辅助：

好了，
那么今天我要睡了。

那么，
那么今天就睡觉了

那么，
今天就睡吧"
"XMESS_0022","再见啦。","XMESS_0022","机翻辅助：

再见啦。

那么，再见"
"XMESS_0023","拜拜，
晚安。","XMESS_0023","机翻辅助：

拜拜，
晚安。

拜拜晚安"
