"source","target","id","developer_comments"
"XMESS_0000","说到露营，
给人的印象是咖喱，
那是为什么呢？","XMESS_0000","机翻辅助：

说到露营，
给人的印象是咖喱，
那是为什么呢？

说到露营就会想到咖喱，这是为什么呢？



说到露营就会想到咖喱，那是为什么呢？"
"XMESS_0001","好像在哪里听过。
记得有很多理由。","XMESS_0001","机翻辅助：

好像在哪里听过。
记得有很多理由。

可能在哪里听说过。
我觉得有各种各样的理由。

好像在哪里听过。
好像有各种各样的理由。"
"XMESS_0002","我想到的，顶多只有几乎没人讨厌咖喱这件事。

","XMESS_0002","机翻辅助：

我想到的，顶多只有几乎没人讨厌咖喱这件事。



我想起来的是，讨厌咖喱的人几乎没有。



我能想到的是，几乎没有人讨厌咖喱。"
"SCR_L_YC_CV3_018_1_1","“那可是相当重要哦。”","SCR_L_YC_CV3_018_1_1","机翻辅助：

“那可是相当重要哦。”

“那是相当重要的。”"
"SCR_L_YC_CV3_018_1_2","“好像不会食物中毒。”","SCR_L_YC_CV3_018_1_2","机翻辅助：

“好像不会食物中毒。”

“好像没有食物中毒。”"
"SCR_L_YC_CV3_018_1_3","“其实这是印度文化。”","SCR_L_YC_CV3_018_1_3","机翻辅助：

“其实这是印度文化。”

“其实是印度文化。”

“因为这是印度文化。”"
"XMESS_0003","这可是相当重要的一件事。
如果是咖喱的话，
小孩子也会很自然地吃下蔬菜。","XMESS_0003","机翻辅助：

这可是相当重要的一件事。
如果是咖喱的话，
小孩子也会很自然地吃下蔬菜。

那个相当重要。
孩子如果是咖喱的话也会若无其事地吃蔬菜。


这是相当重要的。
小孩子吃咖喱的话也会若无其事地吃蔬菜。"
"XMESS_0004","咖喱果然是日本的国民美食。
","XMESS_0004","机翻辅助：

咖喱果然是日本的国民美食。


果然咖喱是日本的国民食品啊。"
"XMESS_0005","应该不会食物中毒。
毕竟有煮透，
又加了很多辛香料。","XMESS_0005","机翻辅助：

应该不会食物中毒。
毕竟有煮透，
又加了很多辛香料。

好像没有食物中毒。
好好地加热，
香料十足。

好像没有食物中毒。
因为要慢慢加热，
香料也很多。"
"XMESS_0006","学校常在户外教学时做这个，
也是因为这样吧。","XMESS_0006","机翻辅助：

学校常在户外教学时做这个，
也是因为这样吧。

在学校的课外课上经常做，
这也是理由。

学校的课外辅导经常做，
这也是理由。"
"XMESS_0007","露营……
其实是一种印度文化吗？","XMESS_0007","机翻辅助：

露营……
其实是一种印度文化吗？

露营……
因为这是印度文化？

露营……
其实是因为印度文化吗？"
"XMESS_0008","呃，应该不是吧。","XMESS_0008","机翻辅助：

呃，应该不是吧。

不，到底那个不一样吧。

不，肯定不是这样的。"
